idx,emoji,category,codepoints
1513,👨🏼‍❤️‍👨🏿,People & Body,1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FF
1515,👨🏼‍❤️‍👨🏻,People & Body,1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FB
1517,👨🏼‍❤️‍👨🏾,People & Body,1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FE
1519,👨🏼‍❤️‍👨🏽,People & Body,1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FD
1521,👨🏽‍❤️‍👨🏽,People & Body,1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FD
1523,👨🏽‍❤️‍👨🏿,People & Body,1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FF
1525,👨🏽‍❤️‍👨🏻,People & Body,1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FB
1527,👨🏽‍❤️‍👨🏾,People & Body,1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FE
1529,👨🏽‍❤️‍👨🏼,People & Body,1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FC
1531,💑🏾,People & Body,1F491 1F3FE
1532,💑🏼,People & Body,1F491 1F3FC
1533,💑🏽,People & Body,1F491 1F3FD
1534,🧑🏿‍❤️‍🧑🏻,People & Body,1F9D1 1F3FF 200D 2764 FE0F 200D 1F9D1 1F3FB
1536,🧑🏿‍❤️‍🧑🏾,People & Body,1F9D1 1F3FF 200D 2764 FE0F 200D 1F9D1 1F3FE
1538,🧑🏿‍❤️‍🧑🏼,People & Body,1F9D1 1F3FF 200D 2764 FE0F 200D 1F9D1 1F3FC
1540,🧑🏿‍❤️‍🧑🏽,People & Body,1F9D1 1F3FF 200D 2764 FE0F 200D 1F9D1 1F3FD
1542,🧑🏻‍❤️‍🧑🏿,People & Body,1F9D1 1F3FB 200D 2764 FE0F 200D 1F9D1 1F3FF
1544,🧑🏻‍❤️‍🧑🏾,People & Body,1F9D1 1F3FB 200D 2764 FE0F 200D 1F9D1 1F3FE
1546,🧑🏻‍❤️‍🧑🏼,People & Body,1F9D1 1F3FB 200D 2764 FE0F 200D 1F9D1 1F3FC
1548,🧑🏻‍❤️‍🧑🏽,People & Body,1F9D1 1F3FB 200D 2764 FE0F 200D 1F9D1 1F3FD
1550,🧑🏾‍❤️‍🧑🏿,People & Body,1F9D1 1F3FE 200D 2764 FE0F 200D 1F9D1 1F3FF
1552,🧑🏾‍❤️‍🧑🏻,People & Body,1F9D1 1F3FE 200D 2764 FE0F 200D 1F9D1 1F3FB
1554,🧑🏾‍❤️‍🧑🏼,People & Body,1F9D1 1F3FE 200D 2764 FE0F 200D 1F9D1 1F3FC
1556,🧑🏾‍❤️‍🧑🏽,People & Body,1F9D1 1F3FE 200D 2764 FE0F 200D 1F9D1 1F3FD
1558,🧑🏼‍❤️‍🧑🏿,People & Body,1F9D1 1F3FC 200D 2764 FE0F 200D 1F9D1 1F3FF
1560,🧑🏼‍❤️‍🧑🏻,People & Body,1F9D1 1F3FC 200D 2764 FE0F 200D 1F9D1 1F3FB
1562,🧑🏼‍❤️‍🧑🏾,People & Body,1F9D1 1F3FC 200D 2764 FE0F 200D 1F9D1 1F3FE
1564,🧑🏼‍❤️‍🧑🏽,People & Body,1F9D1 1F3FC 200D 2764 FE0F 200D 1F9D1 1F3FD
1566,🧑🏽‍❤️‍🧑🏿,People & Body,1F9D1 1F3FD 200D 2764 FE0F 200D 1F9D1 1F3FF
1568,🧑🏽‍❤️‍🧑🏻,People & Body,1F9D1 1F3FD 200D 2764 FE0F 200D 1F9D1 1F3FB
1570,🧑🏽‍❤️‍🧑🏾,People & Body,1F9D1 1F3FD 200D 2764 FE0F 200D 1F9D1 1F3FE
1572,🧑🏽‍❤️‍🧑🏼,People & Body,1F9D1 1F3FD 200D 2764 FE0F 200D 1F9D1 1F3FC
1574,👩‍❤️‍👨,People & Body,1F469 200D 2764 FE0F 200D 1F468
1576,👩🏿‍❤️‍👨🏿,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F468 1F3FF
1578,👩🏿‍❤️‍👨🏻,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F468 1F3FB
1580,👩🏿‍❤️‍👨🏾,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F468 1F3FE
1582,👩🏿‍❤️‍👨🏼,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F468 1F3FC
1584,👩🏿‍❤️‍👨🏽,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F468 1F3FD
1586,👩🏻‍❤️‍👨🏻,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F468 1F3FB
1588,👩🏻‍❤️‍👨🏿,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F468 1F3FF
1590,👩🏻‍❤️‍👨🏾,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F468 1F3FE
1592,👩🏻‍❤️‍👨🏼,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F468 1F3FC
1594,👩🏻‍❤️‍👨🏽,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F468 1F3FD
1596,👩🏾‍❤️‍👨🏾,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F468 1F3FE
1598,👩🏾‍❤️‍👨🏿,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F468 1F3FF
1600,👩🏾‍❤️‍👨🏻,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F468 1F3FB
1602,👩🏾‍❤️‍👨🏼,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F468 1F3FC
1604,👩🏾‍❤️‍👨🏽,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F468 1F3FD
1606,👩🏼‍❤️‍👨🏼,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FC
1608,👩🏼‍❤️‍👨🏿,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FF
1610,👩🏼‍❤️‍👨🏻,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FB
1612,👩🏼‍❤️‍👨🏾,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FE
1614,👩🏼‍❤️‍👨🏽,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FD
1616,👩🏽‍❤️‍👨🏽,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FD
1618,👩🏽‍❤️‍👨🏿,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FF
1620,👩🏽‍❤️‍👨🏻,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FB
1622,👩🏽‍❤️‍👨🏾,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FE
1624,👩🏽‍❤️‍👨🏼,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FC
1626,👩‍❤️‍👩,People & Body,1F469 200D 2764 FE0F 200D 1F469
1628,👩🏿‍❤️‍👩🏿,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FF
1630,👩🏿‍❤️‍👩🏻,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FB
1632,👩🏿‍❤️‍👩🏾,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FE
1634,👩🏿‍❤️‍👩🏼,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FC
1636,👩🏿‍❤️‍👩🏽,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FD
1638,👩🏻‍❤️‍👩🏻,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FB
1640,👩🏻‍❤️‍👩🏿,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FF
1642,👩🏻‍❤️‍👩🏾,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FE
1644,👩🏻‍❤️‍👩🏼,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FC
1646,👩🏻‍❤️‍👩🏽,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FD
1648,👩🏾‍❤️‍👩🏾,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FE
1650,👩🏾‍❤️‍👩🏿,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FF
1652,👩🏾‍❤️‍👩🏻,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FB
1654,👩🏾‍❤️‍👩🏼,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FC
1656,👩🏾‍❤️‍👩🏽,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FD
1658,👩🏼‍❤️‍👩🏼,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FC
1660,👩🏼‍❤️‍👩🏿,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FF
1662,👩🏼‍❤️‍👩🏻,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FB
1664,👩🏼‍❤️‍👩🏾,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FE
1666,👩🏼‍❤️‍👩🏽,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FD
1668,👩🏽‍❤️‍👩🏽,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FD
1670,👩🏽‍❤️‍👩🏿,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FF
1672,👩🏽‍❤️‍👩🏻,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FB
1674,👩🏽‍❤️‍👩🏾,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FE
1676,👩🏽‍❤️‍👩🏼,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FC
1678,🖍,Objects,1F58D
1679,🌙,Travel & Places,1F319
1680,❌,Symbols,274C
1681,❎,Symbols,274E
1682,🤞🏿,People & Body,1F91E 1F3FF
1683,🤞🏻,People & Body,1F91E 1F3FB
1684,🤞🏾,People & Body,1F91E 1F3FE
1685,🤞🏼,People & Body,1F91E 1F3FC
1686,🤞🏽,People & Body,1F91E 1F3FD
1687,🎌,Flags,1F38C
1688,⚔,Objects,2694
1689,👑,Objects,1F451
1690,🩼,Objects,1FA7C
1691,➰,Symbols,27B0
1692,💱,Symbols,1F4B1
1693,🛃,Symbols,1F6C3
1694,🌀,Travel & Places,1F300
1695,🗡,Objects,1F5E1
1696,💨,Smileys & Emotion,1F4A8
1697,🧏‍♂️,People & Body,1F9CF 200D 2642 FE0F
1699,🧏🏿‍♂️,People & Body,1F9CF 1F3FF 200D 2642 FE0F
1701,🧏🏻‍♂️,People & Body,1F9CF 1F3FB 200D 2642 FE0F
1703,🧏🏾‍♂️,People & Body,1F9CF 1F3FE 200D 2642 FE0F
1705,🧏🏼‍♂️,People & Body,1F9CF 1F3FC 200D 2642 FE0F
1707,🧏🏽‍♂️,People & Body,1F9CF 1F3FD 200D 2642 FE0F
1709,🧏,People & Body,1F9CF
1710,🧏🏿,People & Body,1F9CF 1F3FF
1711,🧏🏻,People & Body,1F9CF 1F3FB
1712,🧏🏾,People & Body,1F9CF 1F3FE
1713,🧏🏼,People & Body,1F9CF 1F3FC
1714,🧏🏽,People & Body,1F9CF 1F3FD
1715,🧏‍♀️,People & Body,1F9CF 200D 2640 FE0F
1717,🧏🏿‍♀️,People & Body,1F9CF 1F3FF 200D 2640 FE0F
1719,🧏🏻‍♀️,People & Body,1F9CF 1F3FB 200D 2640 FE0F
1721,🧏🏾‍♀️,People & Body,1F9CF 1F3FE 200D 2640 FE0F
1723,🧏🏼‍♀️,People & Body,1F9CF 1F3FC 200D 2640 FE0F
1725,🧏🏽‍♀️,People & Body,1F9CF 1F3FD 200D 2640 FE0F
1727,🌳,Animals & Nature,1F333
1728,🏚,Travel & Places,1F3DA
1729,🏜,Travel & Places,1F3DC
1730,🏝,Travel & Places,1F3DD
1731,🖥,Objects,1F5A5
1732,🕵,People & Body,1F575
1733,🕵🏿,People & Body,1F575 1F3FF
1734,🕵🏻,People & Body,1F575 1F3FB
1735,🕵🏾,People & Body,1F575 1F3FE
1736,🕵🏼,People & Body,1F575 1F3FC
1737,🕵🏽,People & Body,1F575 1F3FD
1738,♦,Activities,2666
1739,💠,Symbols,1F4A0
1740,🔅,Symbols,1F505
1741,➗,Symbols,2797
1742,💫,Smileys & Emotion,1F4AB
1744,🫥,Smileys & Emotion,1FAE5
1745,🔯,Symbols,1F52F
1746,➿,Symbols,27BF
1748,‼,Symbols,203C
1749,🕊,Animals & Nature,1F54A
1751,↙,Symbols,2199
1753,↘,Symbols,2198
1755,⬇,Symbols,2B07
1756,🔽,Symbols,1F53D
1757,👗,Objects,1F457
1758,💧,Travel & Places,1F4A7
1759,🥁,Objects,1F941
1760,👂🏿,People & Body,1F442 1F3FF
1761,👂🏻,People & Body,1F442 1F3FB
1762,👂🏾,People & Body,1F442 1F3FE
1763,👂🏼,People & Body,1F442 1F3FC
1764,👂🏽,People & Body,1F442 1F3FD
1765,🌽,Food & Drink,1F33D
1766,🦻🏿,People & Body,1F9BB 1F3FF
1767,🦻🏻,People & Body,1F9BB 1F3FB
1768,🦻🏾,People & Body,1F9BB 1F3FE
1769,🦻🏼,People & Body,1F9BB 1F3FC
1770,🦻🏽,People & Body,1F9BB 1F3FD
1772,✴,Symbols,2734
1774,✳,Symbols,2733
1776,⏏,Symbols,23CF
1777,🛗,Objects,1F6D7
1778,🧝🏿,People & Body,1F9DD 1F3FF
1779,🧝🏻,People & Body,1F9DD 1F3FB
1780,🧝🏾,People & Body,1F9DD 1F3FE
1781,🧝🏼,People & Body,1F9DD 1F3FC
1782,🧝🏽,People & Body,1F9DD 1F3FD
1783,🪹,Animals & Nature,1FAB9
1784,✉,Objects,2709
1785,🌲,Animals & Nature,1F332
1787,⁉,Symbols,2049
1788,👁,People & Body,1F441
1792,👁‍🗨,Smileys & Emotion,1F441 200D 1F5E8
1793,🥹,Smileys & Emotion,1F979
1795,🫤,Smileys & Emotion,1FAE4
1796,🫢,Smileys & Emotion,1FAE2
1797,🫣,Smileys & Emotion,1FAE3
1798,🧑‍🏭,People & Body,1F9D1 200D 1F3ED
1799,🧑🏿‍🏭,People & Body,1F9D1 1F3FF 200D 1F3ED
1800,🧑🏻‍🏭,People & Body,1F9D1 1F3FB 200D 1F3ED
1801,🧑🏾‍🏭,People & Body,1F9D1 1F3FE 200D 1F3ED
1802,🧑🏼‍🏭,People & Body,1F9D1 1F3FC 200D 1F3ED
1803,🧑🏽‍🏭,People & Body,1F9D1 1F3FD 200D 1F3ED
1804,🧚🏿,People & Body,1F9DA 1F3FF
1805,🧚🏻,People & Body,1F9DA 1F3FB
1806,🧚🏾,People & Body,1F9DA 1F3FE
1807,🧚🏼,People & Body,1F9DA 1F3FC
1808,🧚🏽,People & Body,1F9DA 1F3FD
1809,🍂,Animals & Nature,1F342
1810,👪,People & Body,1F46A
1811,👨‍👦,People & Body,1F468 200D 1F466
1812,👨‍👦‍👦,People & Body,1F468 200D 1F466 200D 1F466
1813,👨‍👧,People & Body,1F468 200D 1F467
1814,👨‍👧‍👦,People & Body,1F468 200D 1F467 200D 1F466
1815,👨‍👧‍👧,People & Body,1F468 200D 1F467 200D 1F467
1816,👨‍👨‍👦,People & Body,1F468 200D 1F468 200D 1F466
1817,👨‍👨‍👦‍👦,People & Body,1F468 200D 1F468 200D 1F466 200D 1F466
1818,👨‍👨‍👧,People & Body,1F468 200D 1F468 200D 1F467
1819,👨‍👨‍👧‍👦,People & Body,1F468 200D 1F468 200D 1F467 200D 1F466
1820,👨‍👨‍👧‍👧,People & Body,1F468 200D 1F468 200D 1F467 200D 1F467
1821,👨‍👩‍👦,People & Body,1F468 200D 1F469 200D 1F466
1822,👨‍👩‍👦‍👦,People & Body,1F468 200D 1F469 200D 1F466 200D 1F466
1823,👨‍👩‍👧,People & Body,1F468 200D 1F469 200D 1F467
1824,👨‍👩‍👧‍👦,People & Body,1F468 200D 1F469 200D 1F467 200D 1F466
1825,👨‍👩‍👧‍👧,People & Body,1F468 200D 1F469 200D 1F467 200D 1F467
1826,👩‍👦,People & Body,1F469 200D 1F466
1827,👩‍👦‍👦,People & Body,1F469 200D 1F466 200D 1F466
1828,👩‍👧,People & Body,1F469 200D 1F467
1829,👩‍👧‍👦,People & Body,1F469 200D 1F467 200D 1F466
1830,👩‍👧‍👧,People & Body,1F469 200D 1F467 200D 1F467
1831,👩‍👩‍👦,People & Body,1F469 200D 1F469 200D 1F466
1832,👩‍👩‍👦‍👦,People & Body,1F469 200D 1F469 200D 1F466 200D 1F466
1833,👩‍👩‍👧,People & Body,1F469 200D 1F469 200D 1F467
1834,👩‍👩‍👧‍👦,People & Body,1F469 200D 1F469 200D 1F467 200D 1F466
1835,👩‍👩‍👧‍👧,People & Body,1F469 200D 1F469 200D 1F467 200D 1F467
1836,🧑‍🌾,People & Body,1F9D1 200D 1F33E
1837,🧑🏿‍🌾,People & Body,1F9D1 1F3FF 200D 1F33E
1838,🧑🏻‍🌾,People & Body,1F9D1 1F3FB 200D 1F33E
1839,🧑🏾‍🌾,People & Body,1F9D1 1F3FE 200D 1F33E
1840,🧑🏼‍🌾,People & Body,1F9D1 1F3FC 200D 1F33E
1841,🧑🏽‍🌾,People & Body,1F9D1 1F3FD 200D 1F33E
1843,⏬,Symbols,23EC
1844,⏪,Symbols,23EA
1845,⏫,Symbols,23EB
1847,♀,Symbols,2640
1848,⛴,Travel & Places,26F4
1849,🗄,Objects,1F5C4
1850,🎞,Objects,1F39E
1851,📽,Objects,1F4FD
1852,🔥,Travel & Places,1F525
1853,🧑‍🚒,People & Body,1F9D1 200D 1F692
1854,🧑🏿‍🚒,People & Body,1F9D1 1F3FF 200D 1F692
1855,🧑🏻‍🚒,People & Body,1F9D1 1F3FB 200D 1F692
1856,🧑🏾‍🚒,People & Body,1F9D1 1F3FE 200D 1F692
1857,🧑🏼‍🚒,People & Body,1F9D1 1F3FC 200D 1F692
1858,🧑🏽‍🚒,People & Body,1F9D1 1F3FD 200D 1F692
1859,🎆,Activities,1F386
1860,🌓,Travel & Places,1F313
1861,🌛,Travel & Places,1F31B
1862,🥿,Objects,1F97F
1863,🫓,Food & Drink,1FAD3
1865,⚜,Symbols,269C
1866,💪🏿,People & Body,1F4AA 1F3FF
1867,💪🏻,People & Body,1F4AA 1F3FB
1868,💪🏾,People & Body,1F4AA 1F3FE
1869,💪🏼,People & Body,1F4AA 1F3FC
1870,💪🏽,People & Body,1F4AA 1F3FD
1873,🌫,Travel & Places,1F32B
1874,🙏🏿,People & Body,1F64F 1F3FF
1875,🙏🏻,People & Body,1F64F 1F3FB
1876,🙏🏾,People & Body,1F64F 1F3FE
1877,🙏🏼,People & Body,1F64F 1F3FC
1878,🙏🏽,People & Body,1F64F 1F3FD
1880,🦶🏿,People & Body,1F9B6 1F3FF
1881,🦶🏻,People & Body,1F9B6 1F3FB
1882,🦶🏾,People & Body,1F9B6 1F3FE
1883,🦶🏼,People & Body,1F9B6 1F3FC
1884,🦶🏽,People & Body,1F9B6 1F3FD
1885,👣,People & Body,1F463
1886,🍴,Food & Drink,1F374
1888,🍽,Food & Drink,1F37D
1889,🖋,Objects,1F58B
1890,🍀,Animals & Nature,1F340
1891,🖼,Activities,1F5BC
1892,☹,Smileys & Emotion,2639
1893,🌕,Travel & Places,1F315
1894,🌝,Travel & Places,1F31D
1895,⚱,Objects,26B1
1896,⚙,Objects,2699
1898,👧,People & Body,1F467
1899,👧🏿,People & Body,1F467 1F3FF
1900,👧🏻,People & Body,1F467 1F3FB
1901,👧🏾,People & Body,1F467 1F3FE
1902,👧🏼,People & Body,1F467 1F3FC
1903,👧🏽,People & Body,1F467 1F3FD
1904,👓,Objects,1F453
1905,🧤,Objects,1F9E4
1906,🌟,Travel & Places,1F31F
1907,🥽,Objects,1F97D
1909,🎓,Objects,1F393
1910,🍏,Food & Drink,1F34F
1911,🟢,Symbols,1F7E2
1912,💚,Smileys & Emotion,1F49A
1913,🟩,Symbols,1F7E9
1915,💗,Smileys & Emotion,1F497
1916,💂🏿,People & Body,1F482 1F3FF
1917,💂🏻,People & Body,1F482 1F3FB
1918,💂🏾,People & Body,1F482 1F3FE
1919,💂🏼,People & Body,1F482 1F3FC
1920,💂🏽,People & Body,1F482 1F3FD
1921,🎸,Objects,1F3B8
1923,⚒,Objects,2692
1924,🛠,Objects,1F6E0
1925,🪬,Objects,1FAAC
1926,🖐,People & Body,1F590
1927,🖐🏿,People & Body,1F590 1F3FF
1928,🖐🏻,People & Body,1F590 1F3FB
1929,🖐🏾,People & Body,1F590 1F3FE
1930,🖐🏼,People & Body,1F590 1F3FC
1931,🖐🏽,People & Body,1F590 1F3FD
1932,🫰🏿,People & Body,1FAF0 1F3FF
1933,🫰🏻,People & Body,1FAF0 1F3FB
1934,🫰🏾,People & Body,1FAF0 1F3FE
1935,🫰🏼,People & Body,1FAF0 1F3FC
1936,🫰🏽,People & Body,1FAF0 1F3FD
1937,👜,Objects,1F45C
1938,🤝🏿,People & Body,1F91D 1F3FF
1939,🫱🏿‍🫲🏻,People & Body,1FAF1 1F3FF 200D 1FAF2 1F3FB
1940,🫱🏿‍🫲🏾,People & Body,1FAF1 1F3FF 200D 1FAF2 1F3FE
1941,🫱🏿‍🫲🏼,People & Body,1FAF1 1F3FF 200D 1FAF2 1F3FC
1942,🫱🏿‍🫲🏽,People & Body,1FAF1 1F3FF 200D 1FAF2 1F3FD
1943,🤝🏻,People & Body,1F91D 1F3FB
1944,🫱🏻‍🫲🏿,People & Body,1FAF1 1F3FB 200D 1FAF2 1F3FF
1945,🫱🏻‍🫲🏾,People & Body,1FAF1 1F3FB 200D 1FAF2 1F3FE
1946,🫱🏻‍🫲🏼,People & Body,1FAF1 1F3FB 200D 1FAF2 1F3FC
1947,🫱🏻‍🫲🏽,People & Body,1FAF1 1F3FB 200D 1FAF2 1F3FD
1948,🤝🏾,People & Body,1F91D 1F3FE
1949,🫱🏾‍🫲🏿,People & Body,1FAF1 1F3FE 200D 1FAF2 1F3FF
1950,🫱🏾‍🫲🏻,People & Body,1FAF1 1F3FE 200D 1FAF2 1F3FB
1951,🫱🏾‍🫲🏼,People & Body,1FAF1 1F3FE 200D 1FAF2 1F3FC
1952,🫱🏾‍🫲🏽,People & Body,1FAF1 1F3FE 200D 1FAF2 1F3FD
1953,🤝🏼,People & Body,1F91D 1F3FC
1954,🫱🏼‍🫲🏿,People & Body,1FAF1 1F3FC 200D 1FAF2 1F3FF
1955,🫱🏼‍🫲🏻,People & Body,1FAF1 1F3FC 200D 1FAF2 1F3FB
1956,🫱🏼‍🫲🏾,People & Body,1FAF1 1F3FC 200D 1FAF2 1F3FE
1957,🫱🏼‍🫲🏽,People & Body,1FAF1 1F3FC 200D 1FAF2 1F3FD
1958,🤝🏽,People & Body,1F91D 1F3FD
1959,🫱🏽‍🫲🏿,People & Body,1FAF1 1F3FD 200D 1FAF2 1F3FF
1960,🫱🏽‍🫲🏻,People & Body,1FAF1 1F3FD 200D 1FAF2 1F3FB
1961,🫱🏽‍🫲🏾,People & Body,1FAF1 1F3FD 200D 1FAF2 1F3FE
1962,🫱🏽‍🫲🏼,People & Body,1FAF1 1F3FD 200D 1FAF2 1F3FC
1963,🎧,Objects,1F3A7
1964,🧑‍⚕️,People & Body,1F9D1 200D 2695 FE0F
1966,🧑🏿‍⚕️,People & Body,1F9D1 1F3FF 200D 2695 FE0F
1968,🧑🏻‍⚕️,People & Body,1F9D1 1F3FB 200D 2695 FE0F
1970,🧑🏾‍⚕️,People & Body,1F9D1 1F3FE 200D 2695 FE0F
1972,🧑🏼‍⚕️,People & Body,1F9D1 1F3FC 200D 2695 FE0F
1974,🧑🏽‍⚕️,People & Body,1F9D1 1F3FD 200D 2695 FE0F
1976,💟,Smileys & Emotion,1F49F
1978,❣,Smileys & Emotion,2763
1979,🫶🏿,People & Body,1FAF6 1F3FF
1980,🫶🏻,People & Body,1FAF6 1F3FB
1981,🫶🏾,People & Body,1FAF6 1F3FE
1982,🫶🏼,People & Body,1FAF6 1F3FC
1983,🫶🏽,People & Body,1FAF6 1F3FD
1984,❤️‍🔥,Smileys & Emotion,2764 FE0F 200D 1F525
1986,♥,Activities,2665
1987,💘,Smileys & Emotion,1F498
1988,💝,Smileys & Emotion,1F49D
1989,💲,Symbols,1F4B2
1990,🟰,Symbols,1F7F0
1991,🌿,Animals & Nature,1F33F
1992,🌺,Animals & Nature,1F33A
1993,👠,Objects,1F460
1994,⚡,Travel & Places,26A1
1995,🥾,Objects,1F97E
1996,🕳,Smileys & Emotion,1F573
1997,⭕,Symbols,2B55
1998,🪝,Objects,1FA9D
1999,🏇🏿,People & Body,1F3C7 1F3FF
2000,🏇🏻,People & Body,1F3C7 1F3FB
2001,🏇🏾,People & Body,1F3C7 1F3FE
2002,🏇🏼,People & Body,1F3C7 1F3FC
2003,🏇🏽,People & Body,1F3C7 1F3FD
2004,🌶,Food & Drink,1F336
2005,♨,Travel & Places,2668
2006,🏘,Travel & Places,1F3D8
2007,💯,Smileys & Emotion,1F4AF
2009,🧊,Food & Drink,1F9CA
2010,⛸,Activities,26F8
2011,🪪,Objects,1FAAA
2012,🫵🏿,People & Body,1FAF5 1F3FF
2013,🫵🏻,People & Body,1FAF5 1F3FB
2014,🫵🏾,People & Body,1FAF5 1F3FE
2015,🫵🏼,People & Body,1FAF5 1F3FC
2016,🫵🏽,People & Body,1FAF5 1F3FD
2017,☝,People & Body,261D
2018,☝🏿,People & Body,261D 1F3FF
2019,☝🏻,People & Body,261D 1F3FB
2020,☝🏾,People & Body,261D 1F3FE
2021,☝🏼,People & Body,261D 1F3FC
2022,☝🏽,People & Body,261D 1F3FD
2024,♾,Symbols,267E
2026,ℹ,Symbols,2139
2027,🔤,Symbols,1F524
2028,🔡,Symbols,1F521
2029,🔠,Symbols,1F520
2030,🔢,Symbols,1F522
2031,🔣,Symbols,1F523
2032,🎃,Activities,1F383
2033,🫙,Food & Drink,1FAD9
2034,👖,Objects,1F456
2036,🕹,Activities,1F579
2037,🧑‍⚖️,People & Body,1F9D1 200D 2696 FE0F
2039,🧑🏿‍⚖️,People & Body,1F9D1 1F3FF 200D 2696 FE0F
2041,🧑🏻‍⚖️,People & Body,1F9D1 1F3FB 200D 2696 FE0F
2043,🧑🏾‍⚖️,People & Body,1F9D1 1F3FE 200D 2696 FE0F
2045,🧑🏼‍⚖️,People & Body,1F9D1 1F3FC 200D 2696 FE0F
2047,🧑🏽‍⚖️,People & Body,1F9D1 1F3FD 200D 2696 FE0F
2049,⌨,Objects,2328
2058,🔟,Symbols,1F51F
2076,👘,Objects,1F458
2077,💏,People & Body,1F48F
2078,💏🏿,People & Body,1F48F 1F3FF
2079,💏🏻,People & Body,1F48F 1F3FB
2080,👨‍❤️‍💋‍👨,People & Body,1F468 200D 2764 FE0F 200D 1F48B 200D 1F468
2082,👨🏿‍❤️‍💋‍👨🏿,People & Body,1F468 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FF
2084,👨🏿‍❤️‍💋‍👨🏻,People & Body,1F468 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB
2086,👨🏿‍❤️‍💋‍👨🏾,People & Body,1F468 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FE
2088,👨🏿‍❤️‍💋‍👨🏼,People & Body,1F468 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FC
