idx,emoji,category,codepoints
880,🤶,People & Body,1F936
881,🦸,People & Body,1F9B8
882,🦹,People & Body,1F9B9
883,🧙,People & Body,1F9D9
884,🧚,People & Body,1F9DA
885,🧛,People & Body,1F9DB
886,🧜,People & Body,1F9DC
887,🧝,People & Body,1F9DD
888,🧞,People & Body,1F9DE
889,🧟,People & Body,1F9DF
890,💆,People & Body,1F486
891,💇,People & Body,1F487
892,🚶,People & Body,1F6B6
893,🧍,People & Body,1F9CD
894,🧎,People & Body,1F9CE
895,🏃,People & Body,1F3C3
896,💃,People & Body,1F483
897,🕺,People & Body,1F57A
899,👯,People & Body,1F46F
900,🧖,People & Body,1F9D6
901,🧗,People & Body,1F9D7
902,🤺,People & Body,1F93A
903,🏇,People & Body,1F3C7
905,🏂,People & Body,1F3C2
907,🏄,People & Body,1F3C4
908,🚣,People & Body,1F6A3
909,🏊,People & Body,1F3CA
912,🚴,People & Body,1F6B4
913,🚵,People & Body,1F6B5
914,🤸,People & Body,1F938
915,🤼,People & Body,1F93C
916,🤽,People & Body,1F93D
917,🤾,People & Body,1F93E
918,🤹,People & Body,1F939
919,🧘,People & Body,1F9D8
920,🕛,Travel & Places,1F55B
921,🕧,Travel & Places,1F567
922,🕐,Travel & Places,1F550
923,🕜,Travel & Places,1F55C
924,🕑,Travel & Places,1F551
925,🕝,Travel & Places,1F55D
926,🕒,Travel & Places,1F552
927,🕞,Travel & Places,1F55E
928,🕓,Travel & Places,1F553
929,🕟,Travel & Places,1F55F
930,🕔,Travel & Places,1F554
931,🕠,Travel & Places,1F560
932,🕕,Travel & Places,1F555
933,🕡,Travel & Places,1F561
934,🕖,Travel & Places,1F556
935,🕢,Travel & Places,1F562
936,🕗,Travel & Places,1F557
937,🕣,Travel & Places,1F563
938,🕘,Travel & Places,1F558
939,🕤,Travel & Places,1F564
940,🕙,Travel & Places,1F559
941,🕥,Travel & Places,1F565
942,🕚,Travel & Places,1F55A
943,🕦,Travel & Places,1F566
944,🇦🇫,Flags,1F1E6 1F1EB
945,🇦🇱,Flags,1F1E6 1F1F1
946,🇩🇿,Flags,1F1E9 1F1FF
947,🇦🇸,Flags,1F1E6 1F1F8
948,🇦🇩,Flags,1F1E6 1F1E9
949,🇦🇴,Flags,1F1E6 1F1F4
950,🇦🇮,Flags,1F1E6 1F1EE
951,🇦🇶,Flags,1F1E6 1F1F6
952,🇦🇬,Flags,1F1E6 1F1EC
953,🇦🇷,Flags,1F1E6 1F1F7
954,🇦🇲,Flags,1F1E6 1F1F2
955,🇦🇼,Flags,1F1E6 1F1FC
956,🇦🇨,Flags,1F1E6 1F1E8
957,🇦🇺,Flags,1F1E6 1F1FA
958,🇦🇹,Flags,1F1E6 1F1F9
959,🇦🇿,Flags,1F1E6 1F1FF
960,🇧🇸,Flags,1F1E7 1F1F8
961,🇧🇭,Flags,1F1E7 1F1ED
962,🇧🇩,Flags,1F1E7 1F1E9
963,🇧🇧,Flags,1F1E7 1F1E7
964,🇧🇾,Flags,1F1E7 1F1FE
965,🇧🇪,Flags,1F1E7 1F1EA
966,🇧🇿,Flags,1F1E7 1F1FF
967,🇧🇯,Flags,1F1E7 1F1EF
968,🇧🇲,Flags,1F1E7 1F1F2
969,🇧🇹,Flags,1F1E7 1F1F9
970,🇧🇴,Flags,1F1E7 1F1F4
971,🇧🇦,Flags,1F1E7 1F1E6
972,🇧🇼,Flags,1F1E7 1F1FC
973,🇧🇻,Flags,1F1E7 1F1FB
974,🇧🇷,Flags,1F1E7 1F1F7
975,🇮🇴,Flags,1F1EE 1F1F4
976,🇻🇬,Flags,1F1FB 1F1EC
977,🇧🇳,Flags,1F1E7 1F1F3
978,🇧🇬,Flags,1F1E7 1F1EC
979,🇧🇫,Flags,1F1E7 1F1EB
980,🇧🇮,Flags,1F1E7 1F1EE
981,🇰🇭,Flags,1F1F0 1F1ED
982,🇨🇲,Flags,1F1E8 1F1F2
983,🇨🇦,Flags,1F1E8 1F1E6
984,🇮🇨,Flags,1F1EE 1F1E8
985,🇨🇻,Flags,1F1E8 1F1FB
986,🇧🇶,Flags,1F1E7 1F1F6
987,🇰🇾,Flags,1F1F0 1F1FE
988,🇨🇫,Flags,1F1E8 1F1EB
989,🇪🇦,Flags,1F1EA 1F1E6
990,🇹🇩,Flags,1F1F9 1F1E9
991,🇨🇱,Flags,1F1E8 1F1F1
992,🇨🇳,Flags,1F1E8 1F1F3
993,🇨🇽,Flags,1F1E8 1F1FD
994,🇨🇵,Flags,1F1E8 1F1F5
995,🇨🇨,Flags,1F1E8 1F1E8
996,🇨🇴,Flags,1F1E8 1F1F4
997,🇰🇲,Flags,1F1F0 1F1F2
998,🇨🇬,Flags,1F1E8 1F1EC
999,🇨🇩,Flags,1F1E8 1F1E9
1000,🇨🇰,Flags,1F1E8 1F1F0
1001,🇨🇷,Flags,1F1E8 1F1F7
1002,🇭🇷,Flags,1F1ED 1F1F7
1003,🇨🇺,Flags,1F1E8 1F1FA
1004,🇨🇼,Flags,1F1E8 1F1FC
1005,🇨🇾,Flags,1F1E8 1F1FE
1006,🇨🇿,Flags,1F1E8 1F1FF
1007,🇨🇮,Flags,1F1E8 1F1EE
1008,🇩🇰,Flags,1F1E9 1F1F0
1009,🇩🇬,Flags,1F1E9 1F1EC
1010,🇩🇯,Flags,1F1E9 1F1EF
1011,🇩🇲,Flags,1F1E9 1F1F2
1012,🇩🇴,Flags,1F1E9 1F1F4
1013,🇪🇨,Flags,1F1EA 1F1E8
1014,🇪🇬,Flags,1F1EA 1F1EC
1015,🇸🇻,Flags,1F1F8 1F1FB
1016,🇬🇶,Flags,1F1EC 1F1F6
1017,🇪🇷,Flags,1F1EA 1F1F7
1018,🇪🇪,Flags,1F1EA 1F1EA
1019,🇸🇿,Flags,1F1F8 1F1FF
1020,🇪🇹,Flags,1F1EA 1F1F9
1021,🇪🇺,Flags,1F1EA 1F1FA
1022,🇫🇰,Flags,1F1EB 1F1F0
1023,🇫🇴,Flags,1F1EB 1F1F4
1024,🇫🇯,Flags,1F1EB 1F1EF
1025,🇫🇮,Flags,1F1EB 1F1EE
1026,🇫🇷,Flags,1F1EB 1F1F7
1027,🇬🇫,Flags,1F1EC 1F1EB
1028,🇵🇫,Flags,1F1F5 1F1EB
1029,🇹🇫,Flags,1F1F9 1F1EB
1030,🇬🇦,Flags,1F1EC 1F1E6
1031,🇬🇲,Flags,1F1EC 1F1F2
1032,🇬🇪,Flags,1F1EC 1F1EA
1033,🇩🇪,Flags,1F1E9 1F1EA
1034,🇬🇭,Flags,1F1EC 1F1ED
1035,🇬🇮,Flags,1F1EC 1F1EE
1036,🇬🇷,Flags,1F1EC 1F1F7
1037,🇬🇱,Flags,1F1EC 1F1F1
1038,🇬🇩,Flags,1F1EC 1F1E9
1039,🇬🇵,Flags,1F1EC 1F1F5
1040,🇬🇺,Flags,1F1EC 1F1FA
1041,🇬🇹,Flags,1F1EC 1F1F9
1042,🇬🇬,Flags,1F1EC 1F1EC
1043,🇬🇳,Flags,1F1EC 1F1F3
1044,🇬🇼,Flags,1F1EC 1F1FC
1045,🇬🇾,Flags,1F1EC 1F1FE
1046,🇭🇹,Flags,1F1ED 1F1F9
1047,🇭🇲,Flags,1F1ED 1F1F2
1048,🇭🇳,Flags,1F1ED 1F1F3
1049,🇭🇰,Flags,1F1ED 1F1F0
1050,🇭🇺,Flags,1F1ED 1F1FA
1051,🇮🇸,Flags,1F1EE 1F1F8
1052,🇮🇳,Flags,1F1EE 1F1F3
1053,🇮🇩,Flags,1F1EE 1F1E9
1054,🇮🇷,Flags,1F1EE 1F1F7
1055,🇮🇶,Flags,1F1EE 1F1F6
1056,🇮🇪,Flags,1F1EE 1F1EA
1057,🇮🇲,Flags,1F1EE 1F1F2
1058,🇮🇱,Flags,1F1EE 1F1F1
1059,🇮🇹,Flags,1F1EE 1F1F9
1060,🇯🇲,Flags,1F1EF 1F1F2
1061,🇯🇵,Flags,1F1EF 1F1F5
1062,🇯🇪,Flags,1F1EF 1F1EA
1063,🇯🇴,Flags,1F1EF 1F1F4
1064,🇰🇿,Flags,1F1F0 1F1FF
1065,🇰🇪,Flags,1F1F0 1F1EA
1066,🇰🇮,Flags,1F1F0 1F1EE
1067,🇽🇰,Flags,1F1FD 1F1F0
1068,🇰🇼,Flags,1F1F0 1F1FC
1069,🇰🇬,Flags,1F1F0 1F1EC
1070,🇱🇦,Flags,1F1F1 1F1E6
1071,🇱🇻,Flags,1F1F1 1F1FB
1072,🇱🇧,Flags,1F1F1 1F1E7
1073,🇱🇸,Flags,1F1F1 1F1F8
1074,🇱🇷,Flags,1F1F1 1F1F7
1075,🇱🇾,Flags,1F1F1 1F1FE
1076,🇱🇮,Flags,1F1F1 1F1EE
1077,🇱🇹,Flags,1F1F1 1F1F9
1078,🇱🇺,Flags,1F1F1 1F1FA
1079,🇲🇴,Flags,1F1F2 1F1F4
1080,🇲🇬,Flags,1F1F2 1F1EC
1081,🇲🇼,Flags,1F1F2 1F1FC
1082,🇲🇾,Flags,1F1F2 1F1FE
1083,🇲🇻,Flags,1F1F2 1F1FB
1084,🇲🇱,Flags,1F1F2 1F1F1
1085,🇲🇹,Flags,1F1F2 1F1F9
1086,🇲🇭,Flags,1F1F2 1F1ED
1087,🇲🇶,Flags,1F1F2 1F1F6
1088,🇲🇷,Flags,1F1F2 1F1F7
1089,🇲🇺,Flags,1F1F2 1F1FA
1090,🇾🇹,Flags,1F1FE 1F1F9
1091,🇲🇽,Flags,1F1F2 1F1FD
1092,🇫🇲,Flags,1F1EB 1F1F2
1093,🇲🇩,Flags,1F1F2 1F1E9
1094,🇲🇨,Flags,1F1F2 1F1E8
1095,🇲🇳,Flags,1F1F2 1F1F3
1096,🇲🇪,Flags,1F1F2 1F1EA
1097,🇲🇸,Flags,1F1F2 1F1F8
1098,🇲🇦,Flags,1F1F2 1F1E6
1099,🇲🇿,Flags,1F1F2 1F1FF
1100,🇲🇲,Flags,1F1F2 1F1F2
1101,🇳🇦,Flags,1F1F3 1F1E6
1102,🇳🇷,Flags,1F1F3 1F1F7
1103,🇳🇵,Flags,1F1F3 1F1F5
1104,🇳🇱,Flags,1F1F3 1F1F1
1105,🇳🇨,Flags,1F1F3 1F1E8
1106,🇳🇿,Flags,1F1F3 1F1FF
1107,🇳🇮,Flags,1F1F3 1F1EE
1108,🇳🇪,Flags,1F1F3 1F1EA
1109,🇳🇬,Flags,1F1F3 1F1EC
1110,🇳🇺,Flags,1F1F3 1F1FA
1111,🇳🇫,Flags,1F1F3 1F1EB
1112,🇰🇵,Flags,1F1F0 1F1F5
1113,🇲🇰,Flags,1F1F2 1F1F0
1114,🇲🇵,Flags,1F1F2 1F1F5
1115,🇳🇴,Flags,1F1F3 1F1F4
1116,🇴🇲,Flags,1F1F4 1F1F2
1117,🇵🇰,Flags,1F1F5 1F1F0
1118,🇵🇼,Flags,1F1F5 1F1FC
1119,🇵🇸,Flags,1F1F5 1F1F8
1120,🇵🇦,Flags,1F1F5 1F1E6
1121,🇵🇬,Flags,1F1F5 1F1EC
1122,🇵🇾,Flags,1F1F5 1F1FE
1123,🇵🇪,Flags,1F1F5 1F1EA
1124,🇵🇭,Flags,1F1F5 1F1ED
1125,🇵🇳,Flags,1F1F5 1F1F3
1126,🇵🇱,Flags,1F1F5 1F1F1
1127,🇵🇹,Flags,1F1F5 1F1F9
1128,🇵🇷,Flags,1F1F5 1F1F7
1129,🇶🇦,Flags,1F1F6 1F1E6
1130,🇷🇴,Flags,1F1F7 1F1F4
1131,🇷🇺,Flags,1F1F7 1F1FA
1132,🇷🇼,Flags,1F1F7 1F1FC
1133,🇷🇪,Flags,1F1F7 1F1EA
1134,🇼🇸,Flags,1F1FC 1F1F8
1135,🇸🇲,Flags,1F1F8 1F1F2
1136,🇸🇦,Flags,1F1F8 1F1E6
1137,🇸🇳,Flags,1F1F8 1F1F3
1138,🇷🇸,Flags,1F1F7 1F1F8
1139,🇸🇨,Flags,1F1F8 1F1E8
1140,🇸🇱,Flags,1F1F8 1F1F1
1141,🇸🇬,Flags,1F1F8 1F1EC
1142,🇸🇽,Flags,1F1F8 1F1FD
1143,🇸🇰,Flags,1F1F8 1F1F0
1144,🇸🇮,Flags,1F1F8 1F1EE
1145,🇸🇧,Flags,1F1F8 1F1E7
1146,🇸🇴,Flags,1F1F8 1F1F4
1147,🇿🇦,Flags,1F1FF 1F1E6
1148,🇬🇸,Flags,1F1EC 1F1F8
1149,🇰🇷,Flags,1F1F0 1F1F7
1150,🇸🇸,Flags,1F1F8 1F1F8
1151,🇪🇸,Flags,1F1EA 1F1F8
1152,🇱🇰,Flags,1F1F1 1F1F0
1153,🇧🇱,Flags,1F1E7 1F1F1
1154,🇸🇭,Flags,1F1F8 1F1ED
1155,🇰🇳,Flags,1F1F0 1F1F3
1156,🇱🇨,Flags,1F1F1 1F1E8
1157,🇲🇫,Flags,1F1F2 1F1EB
1158,🇵🇲,Flags,1F1F5 1F1F2
1159,🇻🇨,Flags,1F1FB 1F1E8
1160,🇸🇩,Flags,1F1F8 1F1E9
1161,🇸🇷,Flags,1F1F8 1F1F7
1162,🇸🇯,Flags,1F1F8 1F1EF
1163,🇸🇪,Flags,1F1F8 1F1EA
1164,🇨🇭,Flags,1F1E8 1F1ED
1165,🇸🇾,Flags,1F1F8 1F1FE
1166,🇸🇹,Flags,1F1F8 1F1F9
1167,🇹🇼,Flags,1F1F9 1F1FC
1168,🇹🇯,Flags,1F1F9 1F1EF
1169,🇹🇿,Flags,1F1F9 1F1FF
1170,🇹🇭,Flags,1F1F9 1F1ED
1171,🇹🇱,Flags,1F1F9 1F1F1
1172,🇹🇬,Flags,1F1F9 1F1EC
1173,🇹🇰,Flags,1F1F9 1F1F0
1174,🇹🇴,Flags,1F1F9 1F1F4
1175,🇹🇹,Flags,1F1F9 1F1F9
1176,🇹🇦,Flags,1F1F9 1F1E6
1177,🇹🇳,Flags,1F1F9 1F1F3
1178,🇹🇲,Flags,1F1F9 1F1F2
1179,🇹🇨,Flags,1F1F9 1F1E8
1180,🇹🇻,Flags,1F1F9 1F1FB
1181,🇹🇷,Flags,1F1F9 1F1F7
1182,🇺🇲,Flags,1F1FA 1F1F2
1183,🇻🇮,Flags,1F1FB 1F1EE
1184,🇺🇬,Flags,1F1FA 1F1EC
1185,🇺🇦,Flags,1F1FA 1F1E6
1186,🇦🇪,Flags,1F1E6 1F1EA
1187,🇬🇧,Flags,1F1EC 1F1E7
1188,🇺🇸,Flags,1F1FA 1F1F8
1189,🇺🇾,Flags,1F1FA 1F1FE
1190,🇺🇿,Flags,1F1FA 1F1FF
1191,🇻🇺,Flags,1F1FB 1F1FA
1192,🇻🇦,Flags,1F1FB 1F1E6
1193,🇻🇪,Flags,1F1FB 1F1EA
1194,🇻🇳,Flags,1F1FB 1F1F3
1195,🇼🇫,Flags,1F1FC 1F1EB
1196,🇪🇭,Flags,1F1EA 1F1ED
1197,🇾🇪,Flags,1F1FE 1F1EA
1198,🇿🇲,Flags,1F1FF 1F1F2
1199,🇿🇼,Flags,1F1FF 1F1FC
1200,🇦🇽,Flags,1F1E6 1F1FD
1201,🆎,Symbols,1F18E
1202,🏧,Symbols,1F3E7
1204,🅰,Symbols,1F170
1205,♒,Symbols,2652
1206,♈,Symbols,2648
1207,🔙,Symbols,1F519
1209,🅱,Symbols,1F171
1210,🆑,Symbols,1F191
1211,🆒,Symbols,1F192
1212,♋,Symbols,264B
1213,♑,Symbols,2651
1214,🎄,Activities,1F384
1215,🔚,Symbols,1F51A
1216,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Flags,1F3F4 E0067 E0062 E0065 E006E E0067 E007F
1217,🆓,Symbols,1F193
1218,♊,Symbols,264A
1219,🆔,Symbols,1F194
1220,🉑,Symbols,1F251
1221,🈸,Symbols,1F238
1222,🉐,Symbols,1F250
1224,㊗,Symbols,3297
1225,🈹,Symbols,1F239
1226,🈚,Symbols,1F21A
1227,🈁,Symbols,1F201
1229,🈷,Symbols,1F237
1230,🈵,Symbols,1F235
1231,🈶,Symbols,1F236
1232,🈺,Symbols,1F23A
1233,🈴,Symbols,1F234
1234,🈲,Symbols,1F232
1235,🈯,Symbols,1F22F
1237,㊙,Symbols,3299
1239,🈂,Symbols,1F202
1240,🔰,Symbols,1F530
1241,🈳,Symbols,1F233
1242,♌,Symbols,264C
1243,♎,Symbols,264E
1244,🤶🏿,People & Body,1F936 1F3FF
1245,🤶🏻,People & Body,1F936 1F3FB
1246,🤶🏾,People & Body,1F936 1F3FE
1247,🤶🏼,People & Body,1F936 1F3FC
1248,🤶🏽,People & Body,1F936 1F3FD
1249,🆕,Symbols,1F195
1250,🆖,Symbols,1F196
1251,🆗,Symbols,1F197
1252,👌🏿,People & Body,1F44C 1F3FF
1253,👌🏻,People & Body,1F44C 1F3FB
1254,👌🏾,People & Body,1F44C 1F3FE
1255,👌🏼,People & Body,1F44C 1F3FC
1256,👌🏽,People & Body,1F44C 1F3FD
1257,🔛,Symbols,1F51B
1259,🅾,Symbols,1F17E
1260,⛎,Symbols,26CE
1262,🅿,Symbols,1F17F
1263,♓,Symbols,2653
1264,🔜,Symbols,1F51C
1265,🆘,Symbols,1F198
1266,♐,Symbols,2650
1267,🎅🏿,People & Body,1F385 1F3FF
1268,🎅🏻,People & Body,1F385 1F3FB
1269,🎅🏾,People & Body,1F385 1F3FE
1270,🎅🏼,People & Body,1F385 1F3FC
1271,🎅🏽,People & Body,1F385 1F3FD
1272,♏,Symbols,264F
1273,🏴󠁧󠁢󠁳󠁣󠁴󠁿,Flags,1F3F4 E0067 E0062 E0073 E0063 E0074 E007F
1274,🔝,Symbols,1F51D
1275,♉,Symbols,2649
1276,🆙,Symbols,1F199
1277,🇺🇳,Flags,1F1FA 1F1F3
1278,🆚,Symbols,1F19A
1279,♍,Symbols,264D
1280,🏴󠁧󠁢󠁷󠁬󠁳󠁿,Flags,1F3F4 E0067 E0062 E0077 E006C E0073 E007F
1281,💤,Smileys & Emotion,1F4A4
1282,🪗,Objects,1FA97
1284,🎟,Activities,1F39F
1285,✈,Travel & Places,2708
1286,⚗,Objects,2697
1287,🫀,People & Body,1FAC0
1288,💢,Smileys & Emotion,1F4A2
1289,📶,Symbols,1F4F6
1290,🧑‍🎨,People & Body,1F9D1 200D 1F3A8
1291,🧑🏿‍🎨,People & Body,1F9D1 1F3FF 200D 1F3A8
1292,🧑🏻‍🎨,People & Body,1F9D1 1F3FB 200D 1F3A8
1293,🧑🏾‍🎨,People & Body,1F9D1 1F3FE 200D 1F3A8
1294,🧑🏼‍🎨,People & Body,1F9D1 1F3FC 200D 1F3A8
1295,🧑🏽‍🎨,People & Body,1F9D1 1F3FD 200D 1F3A8
1296,🧑‍🚀,People & Body,1F9D1 200D 1F680
1297,🧑🏿‍🚀,People & Body,1F9D1 1F3FF 200D 1F680
1298,🧑🏻‍🚀,People & Body,1F9D1 1F3FB 200D 1F680
1299,🧑🏾‍🚀,People & Body,1F9D1 1F3FE 200D 1F680
1300,🧑🏼‍🚀,People & Body,1F9D1 1F3FC 200D 1F680
1301,🧑🏽‍🚀,People & Body,1F9D1 1F3FD 200D 1F680
1303,⚛,Symbols,269B
1304,👶,People & Body,1F476
1305,👼🏿,People & Body,1F47C 1F3FF
1306,👼🏻,People & Body,1F47C 1F3FB
1307,👼🏾,People & Body,1F47C 1F3FE
1308,👼🏼,People & Body,1F47C 1F3FC
1309,👼🏽,People & Body,1F47C 1F3FD
1310,👶🏿,People & Body,1F476 1F3FF
1311,👶🏻,People & Body,1F476 1F3FB
1312,👶🏾,People & Body,1F476 1F3FE
1313,👶🏼,People & Body,1F476 1F3FC
1314,👶🏽,People & Body,1F476 1F3FD
1315,🚼,Symbols,1F6BC
1316,👇🏿,People & Body,1F447 1F3FF
1317,👇🏻,People & Body,1F447 1F3FB
1318,👇🏾,People & Body,1F447 1F3FE
1319,👇🏼,People & Body,1F447 1F3FC
1320,👇🏽,People & Body,1F447 1F3FD
1321,👈🏿,People & Body,1F448 1F3FF
1322,👈🏻,People & Body,1F448 1F3FB
1323,👈🏾,People & Body,1F448 1F3FE
1324,👈🏼,People & Body,1F448 1F3FC
1325,👈🏽,People & Body,1F448 1F3FD
1326,👉🏿,People & Body,1F449 1F3FF
1327,👉🏻,People & Body,1F449 1F3FB
1328,👉🏾,People & Body,1F449 1F3FE
1329,👉🏼,People & Body,1F449 1F3FC
1330,👉🏽,People & Body,1F449 1F3FD
1331,👆🏿,People & Body,1F446 1F3FF
1332,👆🏻,People & Body,1F446 1F3FB
1333,👆🏾,People & Body,1F446 1F3FE
1334,👆🏼,People & Body,1F446 1F3FC
1335,👆🏽,People & Body,1F446 1F3FD
1336,🎒,Objects,1F392
1337,🛄,Symbols,1F6C4
1338,⚖,Objects,2696
1339,🩰,Objects,1FA70
1340,🗳,Objects,1F5F3
1341,🪕,Objects,1FA95
1342,🏖,Travel & Places,1F3D6
1343,🫘,Food & Drink,1FAD8
1344,💓,Smileys & Emotion,1F493
1345,🛏,Objects,1F6CF
1346,🔔,Objects,1F514
1347,🔕,Objects,1F515
1348,🛎,Travel & Places,1F6CE
1349,👙,Objects,1F459
1350,🧢,Objects,1F9E2
1352,☣,Symbols,2623
1354,⚫,Symbols,26AB
1355,🏴,Flags,1F3F4
1356,🖤,Smileys & Emotion,1F5A4
1357,⬛,Symbols,2B1B
1358,◾,Symbols,25FE
1360,◼,Symbols,25FC
1361,✒,Objects,2712
1363,▪,Symbols,25AA
1364,🔲,Symbols,1F532
1365,🌼,Animals & Nature,1F33C
1366,🔵,Symbols,1F535
1367,💙,Smileys & Emotion,1F499
1368,🟦,Symbols,1F7E6
1369,🦴,People & Body,1F9B4
1370,🪃,Objects,1FA83
1371,💐,Animals & Nature,1F490
1372,🏹,Objects,1F3F9
1373,🥣,Food & Drink,1F963
1374,👦,People & Body,1F466
1375,👦🏿,People & Body,1F466 1F3FF
1376,👦🏻,People & Body,1F466 1F3FB
1377,👦🏾,People & Body,1F466 1F3FE
1378,👦🏼,People & Body,1F466 1F3FC
1379,👦🏽,People & Body,1F466 1F3FD
1380,🧠,People & Body,1F9E0
1381,🤱🏿,People & Body,1F931 1F3FF
1382,🤱🏻,People & Body,1F931 1F3FB
1383,🤱🏾,People & Body,1F931 1F3FE
1384,🤱🏼,People & Body,1F931 1F3FC
1385,🤱🏽,People & Body,1F931 1F3FD
1386,💼,Objects,1F4BC
1387,🩲,Objects,1FA72
1388,🔆,Symbols,1F506
1389,💔,Smileys & Emotion,1F494
1390,🟤,Symbols,1F7E4
1391,🤎,Smileys & Emotion,1F90E
1392,🟫,Symbols,1F7EB
1393,🫧,Objects,1FAE7
1394,🏗,Travel & Places,1F3D7
1395,👤,People & Body,1F464
1396,👥,People & Body,1F465
1397,🌵,Animals & Nature,1F335
1398,🤙🏿,People & Body,1F919 1F3FF
1399,🤙🏻,People & Body,1F919 1F3FB
1400,🤙🏾,People & Body,1F919 1F3FE
1401,🤙🏼,People & Body,1F919 1F3FC
1402,🤙🏽,People & Body,1F919 1F3FD
1403,🏕,Travel & Places,1F3D5
1404,🕯,Objects,1F56F
1405,🗃,Objects,1F5C3
1406,🗂,Objects,1F5C2
1407,⛓,Objects,26D3
1408,💹,Objects,1F4B9
1410,☑,Symbols,2611
1412,✔,Symbols,2714
1413,✅,Symbols,2705
1414,🏁,Flags,1F3C1
1415,🌸,Animals & Nature,1F338
1416,♟,Activities,265F
1417,🧒,People & Body,1F9D2
1418,🧒🏿,People & Body,1F9D2 1F3FF
1419,🧒🏻,People & Body,1F9D2 1F3FB
1420,🧒🏾,People & Body,1F9D2 1F3FE
1421,🧒🏼,People & Body,1F9D2 1F3FC
1422,🧒🏽,People & Body,1F9D2 1F3FD
1423,🚸,Symbols,1F6B8
1424,🐿,Animals & Nature,1F43F
1425,🥢,Food & Drink,1F962
1426,🎦,Symbols,1F3A6
1428,Ⓜ,Symbols,24C2
1429,🏙,Travel & Places,1F3D9
1430,🗜,Objects,1F5DC
1431,🎬,Objects,1F3AC
1432,👏🏿,People & Body,1F44F 1F3FF
1433,👏🏻,People & Body,1F44F 1F3FB
1434,👏🏾,People & Body,1F44F 1F3FE
1435,👏🏼,People & Body,1F44F 1F3FC
1436,👏🏽,People & Body,1F44F 1F3FD
1437,🏛,Travel & Places,1F3DB
1438,🔃,Symbols,1F503
1439,🌂,Travel & Places,1F302
1441,☁,Travel & Places,2601
1443,🌩,Travel & Places,1F329
1445,⛈,Travel & Places,26C8
1447,🌧,Travel & Places,1F327
1449,🌨,Travel & Places,1F328
1450,♣,Activities,2663
1451,👝,Objects,1F45D
1452,🧥,Objects,1F9E5
1453,⚰,Objects,26B0
1454,🪙,Objects,1FA99
1455,💥,Smileys & Emotion,1F4A5
1457,☄,Travel & Places,2604
1458,🖱,Objects,1F5B1
1459,👷🏿,People & Body,1F477 1F3FF
1460,👷🏻,People & Body,1F477 1F3FB
1461,👷🏾,People & Body,1F477 1F3FE
1462,👷🏼,People & Body,1F477 1F3FC
1463,👷🏽,People & Body,1F477 1F3FD
1464,🎛,Objects,1F39B
1465,🧑‍🍳,People & Body,1F9D1 200D 1F373
1466,🧑🏿‍🍳,People & Body,1F9D1 1F3FF 200D 1F373
1467,🧑🏻‍🍳,People & Body,1F9D1 1F3FB 200D 1F373
1468,🧑🏾‍🍳,People & Body,1F9D1 1F3FE 200D 1F373
1469,🧑🏼‍🍳,People & Body,1F9D1 1F3FC 200D 1F373
1470,🧑🏽‍🍳,People & Body,1F9D1 1F3FD 200D 1F373
1473,🪸,Animals & Nature,1FAB8
1474,🛋,Objects,1F6CB
1475,🔄,Symbols,1F504
1476,💑,People & Body,1F491
1477,💑🏿,People & Body,1F491 1F3FF
1478,💑🏻,People & Body,1F491 1F3FB
1479,👨‍❤️‍👨,People & Body,1F468 200D 2764 FE0F 200D 1F468
1481,👨🏿‍❤️‍👨🏿,People & Body,1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FF
1483,👨🏿‍❤️‍👨🏻,People & Body,1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FB
1485,👨🏿‍❤️‍👨🏾,People & Body,1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FE
1487,👨🏿‍❤️‍👨🏼,People & Body,1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FC
1489,👨🏿‍❤️‍👨🏽,People & Body,1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FD
1491,👨🏻‍❤️‍👨🏻,People & Body,1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FB
1493,👨🏻‍❤️‍👨🏿,People & Body,1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FF
1495,👨🏻‍❤️‍👨🏾,People & Body,1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FE
1497,👨🏻‍❤️‍👨🏼,People & Body,1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FC
1499,👨🏻‍❤️‍👨🏽,People & Body,1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FD
1501,👨🏾‍❤️‍👨🏾,People & Body,1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FE
1503,👨🏾‍❤️‍👨🏿,People & Body,1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FF
1505,👨🏾‍❤️‍👨🏻,People & Body,1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FB
1507,👨🏾‍❤️‍👨🏼,People & Body,1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FC
1509,👨🏾‍❤️‍👨🏽,People & Body,1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FD
1511,👨🏼‍❤️‍👨🏼,People & Body,1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FC
